ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,MultiTree_Names
adm1,adm1,,,,,,"Adamawa 1, 8"
adm6,adm6,,,,,,"Adamawa 6, 13, 14, + Day"
cntg,cntg,,,,,,Central Togo
wsbn,wsbn,,,,,,West Bank
iknn,iknn,,,,,,Ikaan
kwdo,kwdo,,,,,,Kwaalak-Domurik
1eu,1eu,,,,,,Swoeng
lbo_juk,lbo-juk,,,,,,
jeg_oyb_skk_spu,"oyb, skk, spu, jeg",,,,,,
1iu,1iu,,,,,,Chatong
kuf_tri,kuf-tri,,,,,,
llo_nga,"llo, nga",,,,,,
irr_oog,"oog, irr",,,,,,
kuf_dak,kuf-dak,,,,,,
bru_brv_leu,bru.brv-leu,,,,,,
kns_pem,kns-pem,,,,,,
kns_ker,kns-ker,,,,,,
cwg_kle,cwg-kle,,,,,,
wbm_kha,wbm-kha,,,,,,
vwa,Lavia-Awalai-Damangnuo Awa,,22.75,99.4833,awac1238,,Awa | Awa Wa
lbn_lbn_low_lbn_upp,"lbn, lbn-upp, lbn-low",,,,,,
epal_wpal,"wpal, epal",,,,,,
huo_uuu,"huo, uuu",,,,,,
pce_pll,"pll, pce",,,,,,
pkhk,pkhk,,,,,,Pasing-Khang-Khao
1ob,1ob,,,,,,Samre of Siem Reap
1l3,Chong of Chanthaburi,,12.5218,102.514,chon1284,,Chong of Trat | Kasong | Song
cbn_sou,cbn-sou,,,,,,
cbn_nor,cbn-nor,,,,,,
cbn_cen,cbn-cen,,,,,,
mnw_roo,mnw-roo,,,,,,
mnw_rao,mnw-rao,,,,,,
viei,viei,,,,,,Vietic
1fn,Maleng,,17.913525,105.52746,male1282,,Kri
thm_pho,thm-pho,,,,,,
aml_kha_war,"kha-war, aml",,,,,,
kha_che_kha_chr_kha_std,"kha-che, kha-std, kha-chr",,,,,,
cmn_bug,cmn-bug,,,,,,
cmn_sfu,cmn-sfu,,,,,,
cmn_tzt,cmn-tzt,,,,,,
cmn_pos,cmn-pos,,,,,,
cmn_klk,cmn-klk,,,,,,
cmn_tsn,cmn-tsn,,,,,,
cmn_hej,cmn-hej,,,,,,
cmn_hot,cmn-hot,,,,,,
cmn_uqt,cmn-uqt,,,,,,
cmn_huo,cmn-huo,,,,,,
cmn_kor,cmn-kor,,,,,,
cmn_hox,cmn-hox,,,,,,
cmn_qir,cmn-qir,,,,,,
cmn_niy,cmn-niy,,,,,,
cmn_kuq,cmn-kuq,,,,,,
cmn_wsu,cmn-wsu,,,,,,
cmn_yen,cmn-yen,,,,,,
cmn_mar,cmn-mar,,,,,,
cmn_shu,cmn-shu,,,,,,
cmn_tok,cmn-tok,,,,,,
cmn_ker,cmn-ker,,,,,,
cmn_qrn,cmn-qrn,,,,,,
cmn_xay,cmn-xay,,,,,,
cmn_tek,cmn-tek,,,,,,
cmn_yqi,cmn-yqi,,,,,,
cmn_bay,cmn-bay,,,,,,
cmn_pay,cmn-pay,,,,,,
cmn_lop,cmn-lop,,,,,,
cmn_tur,cmn-tur,,,,,,
cmn_kkx,cmn-kkx,,,,,,
cmn_yar,cmn-yar,,,,,,
cmn_kax,cmn-kax,,,,,,
cmn_art,cmn-art,,,,,,
cmn_qap,cmn-qap,,,,,,
cmn_qar,cmn-qar,,,,,,
cmn_gul,cmn-gul,,,,,,
cmn_gum,cmn-gum,,,,,,
cmn_mon,cmn-mon,,,,,,
cmn_piq,cmn-piq,,,,,,
cmn_lnr,cmn-lnr,,,,,,
cmn_aks,cmn-aks,,,,,,
cmn_akt,cmn-akt,,,,,,
cmn_bja,cmn-bja,,,,,,
cmn_blt,cmn-blt,,,,,,
cmn_bur,cmn-bur,,,,,,
cmn_kok,cmn-kok,,,,,,
cmn_bag,cmn-bag,,,,,,
cmn_tol,cmn-tol,,,,,,
cmn_kab,cmn-kab,,,,,,
cmn_shz,cmn-shz,,,,,,
cmn_ari,cmn-ari,,,,,,
cmn_kar,cmn-kar,,,,,,
cmn_hob,cmn-hob,,,,,,
cmn_jem,cmn-jem,,,,,,
cmn_bjg,cmn-bjg,,,,,,
cmn_bor,cmn-bor,,,,,,
cmn_jgh,cmn-jgh,,,,,,
cmn_kum,cmn-kum,,,,,,
cmn_man,cmn-man,,,,,,
cmn_qit,cmn-qit,,,,,,
cmn_yum,cmn-yum,,,,,,
cmn_hut,cmn-hut,,,,,,
cmn_qoq,cmn-qoq,,,,,,
cmn_shw,cmn-shw,,,,,,
cmn_bar,cmn-bar,,,,,,
cmn_fuk,cmn-fuk,,,,,,
cmn_ara,cmn-ara,,,,,,
cmn_usu,cmn-usu,,,,,,
cmn_alt,cmn-alt,,,,,,
cmn_jim,cmn-jim,,,,,,
cmn_dor,cmn-dor,,,,,,
cmn_qgg,cmn-qgg,,,,,,
cmn_cgj,cmn-cgj,,,,,,
cmn_miq,cmn-miq,,,,,,
cmn_uru,cmn-uru,,,,,,
1ml,1ml,,,,,,Unclassified Mandarin
1mk,1mk,,,,,,Unclassified Non-Mandarin dialects
1mk_dan,1mk-dan,,,,,,
1mk_oth,1mk-oth,,,,,,
1mk_xit,1mk-xit,,,,,,
1mk_she,1mk-she,,,,,,
1mk_xia,1mk-xia,,,,,,
1mk_sht,1mk-sht,,,,,,
nan_cha_nan_chz_nan_teo,"nan-cha, nan-chz, nan-teo",,,,,,
hak_yxg,hak-yxg,,,,,,
hak_ysh,hak-ysh,,,,,,
hak_yxi,hak-yxi,,,,,,
1o0,1o0,,,,,,Pinghua
1o0_pgb,1o0-pgb,,,,,,
1o0_gui,1o0-gui,,,,,,
cog_pnr,cog-pnr,,,,,,
cog_bnk_cog_tak,"cog-tak, cog-bnk",,,,,,
cog_bnk,cog-bnk,,,,,,
cog_tak,cog-tak,,,,,,
cog_phl,cog-phl,,,,,,
erda,erda,,,,,,Eranian-Dardic
dagr,dagr,,,,,,Dard Group
scl_nws,scl-nws,,,,,,
gwc_mvy_trw,"gwc, trw, mvy",,,,,,
mvy_sou,mvy-sou,,,,,,
mvy_abu,mvy-abu,,,,,,
kas_kis_kas_sta,"kas-sta, kas-kis",,,,,,
kas_mus,kas-mus,,,,,,
kas_hin,kas-hin,,,,,,
kas_mih_kas_pog_kas_ram_kas_sik,"kas-mih, kas-pog, kas-sik, kas-ram",,,,,,
kas_mih,kas-mih,,,,,,
kafi,kafi,,,,,,Kāfir Group
kpsh,kpsh,,,,,,Kalāshā-Pashai Sub-group
1o4,Diri,,11.1701,9.32363,diri1259,,Dīrī
khow,khow,,,,,,Khō-wār Group
afba,afba,,,,,,Afghanistan-Baluchistan Sub-group
pbu_chh,pbu-chh,,,,,,
pbu_pyu,pbu-pyu,,,,,,
pbu_swa,pbu-swa,,,,,,
pbu_baj,pbu-baj,,,,,,
pbu_ban,pbu-ban,,,,,,
pbu_bun,pbu-bun,,,,,,
pbu_haz,pbu-haz,,,,,,
pst_waz,pst-waz,,,,,,
pst_dar,pst-dar,,,,,,
pst_utm,pst-utm,,,,,,
pst_tor,pst-tor,,,,,,
pst_moh,pst-moh,,,,,,
pst_ibr,pst-ibr,,,,,,
pst_wal,pst-wal,,,,,,
pst_ahm,pst-ahm,,,,,,
pst_mah,pst-mah,,,,,,
pst_bwa,pst-bwa,,,,,,
pst_bap,pst-bap,,,,,,
pbt_pat,pbt-pat,,,,,,
pst_mar,pst-mar,,,,,,
bgp_kas,bgp-kas,,,,,,
bgp_upp,bgp-upp,,,,,,
bgp_dgk,bgp-dgk,,,,,,
bgp_nor,bgp-nor,,,,,,
bgp_lor,bgp-lor,,,,,,
bgp_mix,bgp-mix,,,,,,
bgp_hyd,bgp-hyd,,,,,,
bgp_kha,bgp-kha,,,,,,
bgp_kac,bgp-kac,,,,,,
bgn_kar,bgn-kar,,,,,,
bgn_pan,bgn-pan,,,,,,
isk_sgy,"isk, sgy",,,,,,
inou,inou,,,,,,Outer Sub-branch
innw,innw,,,,,,North-Western Group
hnd_hno_jat_phrm_pmu_pnb_skr_xhe,"hno, jat, phrm pmu, xhe, hnd, pnb, skr",,,,,,
pnb_sta,pnb-sta,,,,,,
pnb_kac,pnb-kac,,,,,,
pnb_nis,pnb-nis,,,,,,
pnb_jar,pnb-jar,,,,,,
pnb_chi,pnb-chi,,,,,,
pnb_bar,pnb-bar,,,,,,
pnb_doa,pnb-doa,,,,,,
pnb_jat,pnb-jat,,,,,,
skr_bah_skr_mul,"skr-mul, skr-bah",,,,,,
skr_tho,skr-tho,,,,,,
snd_sir,snd-sir,,,,,,
gom_mar,"gom, mar",,,,,,
mag_mai,"mai, mag",,,,,,
mag_eas,mag-eas,,,,,,
mag_sta,mag-sta,,,,,,
mail_jol,mail-jol,,,,,,
bho_nor_bho_sou,"bho-nor, bho-sou",,,,,,
ben_web,ben-web,,,,,,
ben_eab,ben-eab,,,,,,
inin,inin,,,,,,Inner Sub-branch
dhd_hoj_wry,"dhd, wry, hoj",,,,,,
dhd_raj,dhd-raj,,,,,,
dhd_tor,dhd-tor,,,,,,
dhd_kat,dhd-kat,,,,,,
dhd_nag,dhd-nag,,,,,,
dhd_cha,dhd-cha,,,,,,
dhd_sta,dhd-sta,,,,,,
dhd_mtr_mve_rwr_swv_wry,"rwr, mve, wry, mtr, swv, dhd",,,,,,
dhd_gdx_dhu,"gdx-dhu, dhd",,,,,,
gdx_guj,gdx-guj,,,,,,
dhd_gdx_deo,"gdx-deo, dhd",,,,,,
mve_bik,mve-bik,,,,,,
mki_tha,mki-tha,,,,,,
wtm_rat,wtm-rat,,,,,,
wtm_kat,wtm-kat,,,,,,
wtm_nah,wtm-nah,,,,,,
wtm_sta,wtm-sta,,,,,,
dgo_pan,"dgo, pan",,,,,,
pan_rec,pan-rec,,,,,,
pan_lud,pan-lud,,,,,,
bhb_deh,bhb-deh,,,,,,
gas_gra,"gas, gra",,,,,,
bgc_bjj_bns_bra_hin_urd,"hin, urd, bgc, bra, bjj, bns",,,,,,
bra_kal,bra-kal,,,,,,
bra_dap,bra-dap,,,,,,
bra_dug,bra-dug,,,,,,
bra_dbh,bra-dbh,,,,,,
bns_ban_bns_bha_bns_kun_bns_nib_bns_tir,"bns-ban, bns-kun, bns-nib, bns-bha, bns-tir",,,,,,
inph,inph,,,,,,Pahari Group
gmb_des,gmb-des,,,,,,
kfy_bha,kfy-bha,,,,,,
kfy_pac,kfy-pac,,,,,,
kfy_kha,kfy-kha,,,,,,
kfy_sir,kfy-sir,,,,,,
kfy_kmy,kfy-kmy,,,,,,
kfy_nai,kfy-nai,,,,,,
kfy_dan,kfy-dan,,,,,,
kfy_cha,kfy-cha,,,,,,
kfy_gan,kfy-gan,,,,,,
kfy_kum,kfy-kum,,,,,,
kfy_ask,kfy-ask,,,,,,
kfy_pha,kfy-pha,,,,,,
kfy_sor,kfy-sor,,,,,,
nep_kus,nep-kus,,,,,,
nep_den,nep-den,,,,,,
nep_dah,nep-dah,,,,,,
bfz_bar,bfz-bar,,,,,,
bfz_kir,bfz-kir,,,,,,
stlj,stlj,,,,,,Mandi Group
mjl_nor,mjl-nor,,,,,,
mjl_chb,mjl-chb,,,,,,
mjl_man,mjl-man,,,,,,
1o8,1o8,,,,,,Sukētī
1o8_pah,1o8-pah,,,,,,
1o8_bah,1o8-bah,,,,,,
1o8_dha,1o8-dha,,,,,,
1pd,1pd,,,,,,Maṇḍĕālī Pahāṛī
1pc,1pc,,,,,,Satlaj Group
awa_bfy_hne,"awa, bfy, hne",,,,,,
bfy_ban_bfy_gah_bfy_jur_bfy_tir,"bfy-tir, bfy-ban, bfy-gah bfy-jur",,,,,,
bfy_jur,bfy-jur,,,,,,
bfy_bag,bfy-bag,,,,,,
bfy_bnd,bfy-bnd,,,,,,
bfy_kun,bfy-kun,,,,,,
bfy_agh,bfy-agh,,,,,,
bfy_pat,bfy-pat,,,,,,
bfy_ant,bfy-ant,,,,,,
bfy_ojh_pwr_pwr_kum_pwr_mar,"pwr, bfy-ojh, pwr-mar, pwr-kum",,,,,,
sosa,sosa,,,,,,Songhay-Saharan
nwsn,nwsn,,,,,,Northwestern Songhay
wson,wson,,,,,,Western Songhay
1pq,Tagdal,,16.1908,6.83992,tagd1238,,Tagdal
1pr,1pr,,,,,,Emghedesie
1pn,1pn,,,,,,Djougou
1po,1po,,,,,,Kikara
dje_kad,dje-kad,,,,,,
esah_kanr,"kanr, esah",,,,,,
ceaf,ceaf,,,,,,Central African
1pm,1pm,,,,,,Ibiri
daju_wdaj,"daju, wdaj",,,,,,
mert,mert,,,,,,Meroitic
kadu,Kadu,,24.2042,95.6332,kadu1254,,Kadu
1mz,1mz,,,,,,Aluages
1m1,1m1,,,,,,Maneteniri
1m0,1m0,,,,,,Caihueshana
arn_ran,arn-ran,,,,,,
1nh,1nh,,,,,,Manzaneros
1pl,1pl,,,,,,Calina
1m3,1m3,,,,,,Tamanaque
1m2,1m2,,,,,,Voyavai
1m8,1m8,,,,,,Yaro
1m7,1m7,,,,,,Bohanes
cca_ttk,"ttk, cca",,,,,,
1nd,1nd,,,,,,Muzo
1ne,1ne,,,,,,Lache
1nc,1nc,,,,,,Panche
1na,1na,,,,,,Dabaibe
1nb,1nb,,,,,,Nori
daig,daig,,,,,,Diaguita
1ng,1ng,,,,,,Comechingon | Comechingones | Comechingón
1nf,1nf,,,,,,Sanavirones | Sanavirón
1nm,1nm,,,,,,Humahuaca | Omaguaca
vkm_vkm_kam,"vkm, vkm-kam",,,,,,
1m4,1m4,,,,,,Tarairyú
1m5,1m5,,,,,,Purecramecrán
pano_pata,"pata, pano",,,,,,
shp_shp_shi,"shp-shi, shp",,,,,,
cao_snh,"cao, snh",,,,,,
1m9,1m9,,,,,,Chechehet
atc_cac,atc-cac,,,,,,
pue_teh,"teh, pue",,,,,,
1m6,1m6,,,,,,Pioye
tgua_tupi,"tupi, tgua",,,,,,
1mx,1mx,,,,,,Curuahe
1my,1my,,,,,,Tapañuna
gug_gui,"gug, gui",,,,,,
1mv,1mv,,,,,,Tamoyó
1mw,1mw,,,,,,Cayeté
1mu,1mu,,,,,,Tapé
cma_kpm,"kpm, cma",,,,,,
hld_kxy,"kxy, hld",,,,,,
cua_cua_kol_cua_tra,"cua, cua-tra, cua-kol",,,,,,
brou,brou,,,,,,Brôuan
pac_tao,pac-tao,,,,,,
pac_ndy,pac-ndy,,,,,,
katn,katn,,,,,,Katuan
cmo_mnn,"cmo, mnn",,,,,,
nepe,nepe,,,,,,Northeastern Pearic
sepe,sepe,,,,,,Southeastern Pearic
ncpe,ncpe,,,,,,North Central Pearic
scpe,scpe,,,,,,South Central Pearic
1pf,1pf,,,,,,Thai Chong
klkh,klkh,,,,,,Kalahari Khoe
wklk,wklk,,,,,,West Kalahari Khoe
1p4,1p4,,,,,,ǂHaba
1p3,1p3,,,,,,G|ui
eklk,eklk,,,,,,East kalahari Khoe
khkh,Nama (Namibia),,-25.0747,17.9767,nama1264,,Khoekhoe
skhk,skhk,,,,,,South Khoekhoe
1p2,1p2,,,,,,Cape Khoekhoe Varieties
nkhk,nkhk,,,,,,North Khoekhoe
knh_akh,knh-akh,,,,,,
nkhh,nkhh,,,,,,Non-Khoe
ttta,West !Xoon,,-23.59,19.15,xooo1239,,Taa
uuui,uuui,,,,,,!Ui
1p1,1p1,,,,,,!Xũũ
wdog,wdog,,,,,,Western Dogon
wdma,wdma,,,,,,Mombo-Ampari
dmb,Mombo Dogon,,14.376155,-3.664799,momb1254,,Mombo
dmb_nya,dmb-nya,,,,,,
dmb_fic,dmb-fic,,,,,,
dmb_amb,dmb-amb,,,,,,
1qa,1qa,,,,,,Penange
dgb,Bunoge Dogon,,14.43,-3.49,buno1241,,"Bunoge | Dogon, Bunoge"
aqd,Ampari Dogon,,14.15,-3.55,ampa1238,,Ampari
dym,Yanda Dom Dogon,,14.63,-3.15,yand1257,,"Dogon, Yanda Dom | Yanda Dom"
dym_ana,dym-ana,,,,,,
dtu,Tebul Ure Dogon,,14.66,-3.1,tebu1239,,"Dogon, Tebul Ure | Tebul Ure | Temenere"
tde,Tiranige Diga Dogon,,14.76,-3.7,tira1258,,Tiranige Diga
edog,edog,,,,,,Eastern Dogon
dtk_tnu,dtk-tnu,,,,,,
dbwn,dbwn,,,,,,Beni-Walo-Nanga
dbt,Ben Tey Dogon,,14.78,-2.94,bent1238,,Ben Tey | Ben Tey Dogon
nzz,Nanga,,14.49,-3.02,nang1261,,Nanga
dbw,Bankan Tey Dogon,,15.06,-2.92,bank1259,,Bankan Tey | Bankan Tey Dogon
dtds,dtds,,,,,,Tommo-Donno
dts_you,dts-you,,,,,,
dts_san,dts-san,,,,,,
dts_ibi,dts-ibi,,,,,,
dts_yor,dts-yor,,,,,,
djm_per,djm-per,,,,,,
1ph,1ph,,,,,,Samuco
064,Chono,,-44.298692,-73.879395,chon1248,,Chono
1pg,1pg,,,,,,Otuki
1pe,1pe,,,,,,Goyatac
1p9,1p9,,,,,,Huanca huillca
1p8,Manta,,6.0213,9.59489,mant1267,,Menta
1o6,1o6,,,,,,Carayá
bdc_cmi_cto_emp_sja_tdc,"emp, cto, tdc, bdc, cmi, sja",,,,,,
1pk,1pk,,,,,,Changos
1pi,1pi,,,,,,Tecaná
1o7,1o7,,,,,,Shiriano
1pj,1pj,,,,,,Querandí
evie,evie,,,,,,East Vietic | East Vietic/Viet-Muong
vie_cen_vie_nor_vie_sou,"vie-nor, vie-cen, vie-sou",,,,,,
mtq_van,mtq-van,,,,,,
mtq_uyl,mtq-uyl,,,,,,
mtq_khe,mtq-khe,,,,,,
arem,arem,,,,,,Arem-Sách
sbc_ruc,sbc-ruc,,,,,,
vjlt,vjlt,,,,,,Central Vietic | Central Vietic/Pong-Chut
cctt,cctt,,,,,,Cọi-Tày Pụm
1ps,1ps,,,,,,Cọi
1pt,1pt,,,,,,Tày Pụm
hnu_kkh,hnu-kkh,,,,,,
haco,haco,,,,,,Đan Lai-Tà Pọng
1px,1px,,,,,,Katiam Pong Houk
tsni,tsni,,,,,,Kha Tong Luông-Phon Soung
snez,snez,,,,,,Harème-Kha Pho̧ng
cwas,cwas,,,,,,Kha Bô-Pakatan
1pw,1pw,,,,,,Kha Nặm Óm
1pv,1pv,,,,,,Kha Mường Bên
1pu,1pu,,,,,,Kha Bô
efi_eny,efi-eny,,,,,,
efi_akp,efi-akp,,,,,,
saks,Besisi,,2.717,101.676,besi1244,,Southern Sakai
smla,Semelai,,2.82799,102.806,seme1247,,Semelai
late,late,,,,,,Lanoh-Temiar
sea_one,sea-one,,,,,,
sea_lip_sea_two,"sea-lip, sea-two",,,,,,
lcom,lcom,,,,,,Lanoh complex
sabu,Sabüm,,5.34694,101.065,sabu1253,,Sabum
lano,lano,,,,,,Lanoh proper
lnh_yir,lnh-yir,,,,,,
wnas,wnas,,,,,,Western group
jeme,jeme,,,,,,Jehai-Mendriq
batq,batq,,,,,,Bateq Deq
1o9,1o9,,,,,,Tzontal
cakc_kekc_poco_quac,"cakc, quac, kekc, poco",,,,,,
ixil_mame,"mame, ixil",,,,,,
cctm,cctm,,,,,,Camotec-Coatec-Totontec Mixean
mco_mco_coa,"mco, mco-coa",,,,,,
1o5,1o5,,,,,,Amador
scsc,scsc,,,,,,Santaclara-Santacruz
rumu,rumu,,,,,,Rumsen-Mutsun
maid_wint,"wint, maid",,,,,,
qjf_wnw,"wnw, qjf",,,,,,
nol_wnw,"nol, wnw",,,,,,
cqu_qub_qud_quf_qug_quh_quk_qul_qup_qur_qus_quw_qux_quy_quz_qva_qvc_qve_qvh_qvi_qvj_qvl_qvm_qvn_qvo_qvp_qvs_qvw_qvz_qwa_qwc_qwh_qws_qxa_qxc_qxh_qxl_qxn_qxo_qxp_qxr_qxt_qxu_qxw,"cqu, qub, qud, quf, qug, quh, quk, qul, qup, qur, qus, quw, qux, quy, quz, qva, qvc, qve, qvh, qvi, qvj, qvl, qvm, qvn, qvo, qvp, qvs, qvw, qvz, qwa, qwc, qwh, qws, qxa, qxc, qxh, qxl, qxn, qxo, qxp, qxr, qxt, qxu, qxw",,,,,,
sudn,sudn,,,,,,Sudanic
nsud,nsud,,,,,,Northern Sudanic
sash,sash,,,,,,Saharo-Sahelian
sahl,sahl,,,,,,Sahelian
trsh,trsh,,,,,,Trans-Sahel
eshl,eshl,,,,,,Eastern Sahelian
krbb,krbb,,,,,,Kir-Abbaian
jbll,jbll,,,,,,Jebel
kirr,Jiru,,8.64125,10.5872,jiru1238,,Kir
snlt,snlt,,,,,,Surma-Nilotic
tnng,tnng,,,,,,Tung'a
atkr,atkr,,,,,,Ateker
maaa,Maa,,11.5205,107.339,maaa1253,,Maa
jilu,jilu,,,,,,Jii-Luo
jiii,jiii,,,,,,Jii
1p6,1p6,,,,,,Kenya Luo
elgm,elgm,,,,,,Elgon-Mau
1p7,1p7,,,,,,Tot
nklj,nklj,,,,,,No-Kalenjin
nsrm,nsrm,,,,,,Nuclear Surma
numt,numt,,,,,,Nuba Mountains
astb,astb,,,,,,Astaboran
wast,wast,,,,,,Tama-Nubian | Western Astaboran
rubb,rubb,,,,,,Rub
wshl,wshl,,,,,,Western Sahelian
bdln,bdln,,,,,,Bodolean
ennd,ennd,,,,,,Ennedi
efe_les,"les, efe",,,,,,
wkmn,wkmn,,,,,,Western Koman
mff_mas,mff-mas,,,,,,
mij_ngu,mij-ngu,,,,,,
mij_mun,mij-mun,,,,,,
mij_biy,mij-biy,,,,,,
mij_aba,mij-aba,,,,,,
mij_mis,mij-mis,,,,,,
boe_muf,boe-muf,,,,,,
boe_buu,boe-buu,,,,,,
boe_mun,boe-mun,,,,,,
yor_nwy,yor-nwy,,,,,,
yor_swy,yor-swy,,,,,,
yor_cen,yor-cen,,,,,,
yor_ney,yor-ney,,,,,,
yor_sey,yor-sey,,,,,,
pllt,pllt,,,,,,Plateau
iga_ife,iga-ife,,,,,,
sxb,Suba,,-0.95719,34.1033,suba1238,,Suba
ntk_iko,ntk-iko,,,,,,
ntk_nat,ntk-nat,,,,,,
ssc,Suba-Simbiti,,-1.103296,34.268,suba1252,,Suba-Simbiti
ikz_szk,Sasi,,,,sasi1238,,
ikz_iki,ikz-iki,,,,,,
tha_thr,tha-thr,,,,,,
tha_ntu,tha-ntu,,,,,,
nyy_suk,nyy-suk,,,,,,
nyr,Nyiha (Malawi),,-9.5372,33.0995,nyih1239,,"Nyiha, Malawi"
nkt,Nyika (Tanzania),,-8.133,31.8127,nyik1247,,"Nyika, Tanzania"
nkv,Nyika (Malawi and Zambia),,-10.0231,33.481,nyik1246,,Nyika
run_igi,run-igi,,,,,,
run_iki,run-iki,,,,,,
run_ikk,run-ikk,,,,,,
run_ikm,run-ikm,,,,,,
run_ikn,run-ikn,,,,,,
run_ikr,run-ikr,,,,,,
run_iky,run-iky,,,,,,
lud_luv,lud-luv,,,,,,
xog_sik,xog-sik,,,,,,
xog_sog,xog-sog,,,,,,
ruc_run,ruc-run,,,,,,
lke_olu,lke-olu,,,,,,
lke_luk,lke-luk,,,,,,
cgg_twa,cgg-twa,,,,,,
nle_eas,nle-eas,,,,,,
nle_wes,nle-wes,,,,,,
myx_buy,myx-buy,,,,,,
myx_dad,myx-dad,,,,,,
lsm_saa,lsm-saa,,,,,,
lsm_son,lsm-son,,,,,,
lsm_gwe,lsm-gwe,,,,,,
aka_gom,aka-gom,,,,,,
aka_abu,aka-abu,,,,,,
aka_ano,aka-ano,,,,,,
xoc,O'chi'chi',,4.941269,7.138435,ochi1235,,O'Chi'Chi
dwl,Walo Kumbe Dogon,,,,walo1239,,"Dogon, Walo Kumbe"
dti,Ana Tinga Dogon,,14.6669,-3.1168,anat1248,,"Dogon, Ana Tinga"
tcw,Tecpatlán Totonac,,20.2394,-97.8675,tecp1235,,"Totonac, Tecpatlán"
tku,Upper Necaxa Totonac,,20.236,-97.81,uppe1275,,"Totonac, Upper Necaxa"
gkh,gkh,,,,,,Kekhu
bric_brmc_burm,"bric, burm, brmc",,,,,,
chin_sntc,"chin, sntc",,,,,,
oog_tto,"oog, tto",,,,,,
tth_tto,"tto, tth",,,,,,
cen,Cen,,9.6896,9.0218,cenn1238,,Cen
hsb_noc,hsb-noc,,,,,,
hsb_mit,hsb-mit,,,,,,
hsb_hoy,hsb-hoy,,,,,,
hsb_neu,hsb-neu,,,,,,
hsb_hei,hsb-hei,,,,,,
hsb_nhe,hsb-nhe,,,,,,
hsb_neh,hsb-neh,,,,,,
hsb_kat,hsb-kat,,,,,,
molu,molu,,,,,,Moluccan | Moluccan Linkage
kuiw,kuiw,,,,,,Moluccan Kuiwai
1u0,1u0,,,,,,Fakfak
ambi,ambi,,,,,,Ambic | Ambic Subfamily
heon,heon,,,,,,Heonesian | Heonesian Linkage
1u1,Male (Ethiopia),,5.91975,36.9892,male1284,,Male
wpol,wpol,,,,,,West Polynesian Cluster
wmel,wmel,,,,,,West Melanesian
motn,motn,,,,,,Motuan
masm,masm,,,,,,Massim | Massim Cluster
dobu,dobu,,,,,,Dobuan
weda,weda,,,,,,Wedauan | Wedauic Subfamily
1uz,1uz,,,,,,Kerebuto
erk_llp,"erk, llp",,,,,,
hesp,hesp,,,,,,Hesperonesian | Hesperonesian Linkage
wind,wind,,,,,,West Indonesian | West Indonesian Cluster
javs,javs,,,,,,Javo-Sumatra Hesion | Javo-Sumatran
daya,Ngaju,,-1.58463,112.794,ngaj1237,,Dayak | Dayak Subfamily
nwhe,nwhe,,,,,,Northwest Hesperonesian
ceph_mesp_nphi_sphi,"mesp, ceph, nphi, sphi",,,,,,
tote,tote,,,,,,Totemboan
1u2,1u2,,,,,,Blubblub
newb,newb,,,,,,D. Bismarck Archipelago
1uy,1uy,,,,,,Peletea
uvol,uvol,,,,,,Uvolic | Uvolic Cluster
1uw,1uw,,,,,,Nubami
bigi,bigi,,,,,,Bigic | Bigic Cluster
holl,holl,,,,,,Hollandia | Hollandia Subfamily
naur_yape,"naur, yape",,,,,,
nwi_tnn,"tnn, nwi",,,,,,
papm,papm,,,,,,C. Papua and Massim Area
katz_quic,"quic, katz",,,,,,
bing,Qaqet,,-4.45258,151.702,qaqe1238,,Baining
taul,Taulil,,-4.44425,152.095,taul1251,,Taulil
kpau,Bebeli,,-5.63282,150.323,bebe1252,,Kapore
ebhs,ebhs,,,,,,East Bird’s Head-Sentani
demt,Demta,,-2.38475,140.166,demt1241,,Demta
mani,Sougb,,-1.49611,133.95,mani1235,,Mantion
beso,Burmeso,,-2.47582,138.203,burm1264,,Burmeso
bauz,Palauan,,7.34138,134.476678,pala1344,,Bauzi
brei,Borei,,-4.08697,144.715,bore1247,,Borei
wata,Watam,,-4.02591,144.583,wata1253,,Watam | Watam-Kaian
boaw,boaw,,,,,,Bosmun-Awar
mram,mram,,,,,,Middle Ramu
ango,Angoram,,-4.07758,144.028,ango1255,,Angoram
kwri,Karawari,,,,kara1494,,Karawari | Yimas-Karawari
chri,Chambri,,-4.27831,143.097,cham1313,,Chambri
nbou,nbou,,,,,,North Bougainville
konu,Rapoisi,,-5.78724,154.834,rapo1238,,Konua
emay_qmam,"emay, qmam",,,,,,
hus_oto,hus-oto,,,,,,
tkwe,tkwe,,,,,,Tor-Kwerba
orto,orto,,,,,,Orya-Tor
kuc,Kwinsu,,-2.3038,139.5137,kwin1242,,Kwinsu
jbr,Jofotek-Bromnya,,-2.2478,139.2969,jofo1235,,Jofotek-Bromnya
vto,Vitou,,-2.1111,139.1098,vito1235,,Vitou
saus,Sause,,-3.16632,139.627,saus1247,,Sause
gkwe,gkwe,,,,,,Greater Kwerba
nkwe,nkwe,,,,,,Nuclear Kwerba
wckw,wckw,,,,,,West Coast Kwerba
ywnb,ywnb,,,,,,Yele-West New Britain
wnbr,wnbr,,,,,,West New Britain
scpa,scpa,,,,,,South-Central Papuan
jer_pan,jer-pan,,,,,,
pwb,Panawa,,10.008075,8.986221,pana1298,,Panawa
